CODIGOINT;ltMix;EAN;CODIGOUNI;DESCRICAO
7811396;S;7896183902131;UN;AZEITONA ZAELI RECH 170G
7811397;S;7896183902124;UN;AZEITONA ZAELI S/CAROCO 150G
7811398;S;7896183900236;UN;ARROZ ZAELI P/CAES E GATOS 5KG
7811399;S;7896183311780;UN;ELIMINADOR ODORES COLLIE HERBAL 2L
7811400;S;7896183311773;UN;ELIMINADOR ODORES COLLIE LAVANDA 2L
7811401;S;7896183311391;UN;SABONETE SANOL DOG FILHOTES 90GR
7811402;S;7896183311377;UN;SABONETE SANOL DOG NEUTRO 90GR
7811403;S;7896183311360;UN;SABONETE SANOL DOG CITRONELA 90GR
7811404;S;7896183308810;UN;SHAMPOO COLLIE ANTIPULGAS 500ML
7811406;S;7896183305048;UN;SHAMPOO SANOL CAT 500ML
7811407;S;7896183303396;UN;TALCO SANOL DOG ANTIPULGAS 100GR
7811410;S;7896183301484;UN;TAPETE HIG SANOL DOG C/7 UN
7811411;S;7896183301385;UN;SHAMPOO COND SANOL DOG 500ML
7811413;S;7896183301040;UN;ELIMINADOR ODORES SANOL HERBAL 2L
7811419;S;7896181712145;UN;AMENDOIM DACOLONIA TORRADO/SALG 320G
7811420;S;7896181711803;UN;AMENDOIM DACOLONIA CRI-CRI CANELA 120G
7811422;S;7896181709770;UN;AMENDOIM DACOLONIA CRI-CRI 350G
7811424;S;7896114990237;UN;SARDINHA PESCADOR PEDACOS 125G
7811427;S;7896104868553;UN;BARRA RITTER BROWN CHOC LIGHT 25G
7811429;S;7896102594010;UN;MAIONESE HEINZ 390GR
7811430;S;7896102592009;UN;MAIONESE HEINZ 400G
7811431;S;7896102587043;UN;KIT HEINZ MAIONESE/KETCHUP/MOSTARDA
7811432;S;7896102584066;UN;MOLHO HEINZ ARRABIATA 300GR
7811433;S;7896102509144;UN;MOSTARDA QUERO 190G
7811435;S;7896102502763;UN;CATCHUP QUERO TRAD 200G
7811439;S;7896102501971;UN;MOLHO QUERO ERVAS FINAS 300G
7811442;S;7896102501841;UN;KIT HEINZ KETCHUP +  PICLES 397G
7811444;S;7896102501513;UN;MAIONESE QUERO SACHE 700G
7811445;S;7896102500677;UN;MOLHO QUERO 3 EM 1 200G
7811447;S;7896102000108;UN;MOLHO HEINZ TRADICIONAL SH 250GR
7811449;S;7896089016208;UN;CAFE CABOCLO EXTRAFORTE VACUO 250GR
7811450;S;7896063281608;UN;CACAU PO VITAO 100% 100G
7811451;S;7896063280359;UN;MISTURA BOLO VITAO LARANJA S/GLUTEN 400G
7811452;S;7896063280335;UN;MISTURA BOLO VITAO CHOCO S/GLUTEN 400G
7811453;S;7896063280250;UN;FARINHA ARROZ VITAO 400G
7811454;S;7896063280243;UN;FECULA DE MANDIOCA VITAO 400G
7811455;S;7896063280236;UN;FECULA DE BATATA VITAO 400G
7811456;S;7896063280199;UN;CHIA SEMENTE VITAO 150G
7811457;S;7896063280120;UN;SNACK VITAO INTEGRAL ERVAS FINAS 60G
7811458;S;7896063244511;UN;FARINHA CENTEIO VITAO 500G
7811459;S;7896063230057;UN;GRANOLA VITAO TRAD ZERO AD ACUCAR 250G
7811460;S;7896058599923;UN;CHOCOLATE GRANULADO DORI COLORIDO 120G
7811461;S;7896058598452;UN;BALA DISQUETI DORI OVINHOS CHOCO 29G
7811462;S;7896058596885;UN;BALA DORI GOMA PESC GIRAFA G.COLA 30G
7811463;S;7896058595406;UN;BALA GELATINA DORI MINHOCA ACIDO 85G
7811468;S;7896058595284;UN;BALA REGALIZ DORI TIJOLO RECH 85G
7811469;S;7896058595277;UN;BALA REGALIZ DORI FLOR 85G
7811470;S;7896058593389;UN;BALA DISQUETI DORI AMENDOIM CHOCO 39GR
7811471;S;7896058593365;UN;BALA DISQUETI DORI CHOCOLATE 40GR
7811472;S;7896058506099;UN;BALA DORI GOMA GOMETS IOGURTE TUBO 32GR
7811473;S;7896058501100;UN;AMENDOIM DORI JAPONES 100G
7811474;S;7896058500264;UN;BALA DORI GOMA PESC GIRAFA BOLETE 27GR
7811475;S;7896041190106;UN;MAIONESE ODERICH POTE 250G
7811477;S;7896041173659;UN;ABOBORA ODERICH EM CALDA 400G
7811478;S;7896041172805;UN;MOSTARDA ODERICH PICANTE 190GR
7811479;S;7896041172102;UN;FIGO ODERICH EM CALDA VD 400GR
7811480;S;7896041159066;UN;AZEITONA ODERICH VERDE S/CAROCO 170G
7811481;S;7896041159059;UN;AZEITONA ODERICH VERDE RECH 200G
7811482;S;7896041159028;UN;AZEITONA ODERICH VERDE PT 200G
7811485;S;7896038351053;UN;FARINHA ARROZ URBANO INTEGRAL 1KG
7811487;S;7896038304035;UN;ARROZ AU AU P/CAES 5KG
7811489;S;7896029092415;UN;RACAO WHISKAS FILHOTES CARNE/LEITE 900G
7811490;S;7896029091906;UN;RACAO WHISKAS CARNE 900G
7811492;S;7896029047385;UN;RACAO WHISKAS ADULTO PEIXE 7+ SH 85GR
7811493;S;7896029047286;UN;RACAO WHISKAS JELLY FILHOTE CARNE SH 85G
7811494;S;7896029046593;UN;RACAO WHISKAS JELLY ADULTO PEIXE SH 85G
7811495;S;7896029004326;UN;RACAO PEDIGREE ADUL CARNE MOLHO SH 100GR
7811496;S;7896029000922;UN;RACAO PEDIGREE ADUL CARNE MOLHO SH 100GR
7811497;S;7896028014487;UN;LEITE DE COCO MENINA VD 500ML
7811498;S;7896027920017;UN;SAL REFINADO APOLO 1KG
7811499;S;7896020633433;UN;CHAIRA MOR CABO BRANCO
7811501;S;7896016604362;UN;COCO RALADO DUCOCO UMIDO ADOCADO 50G
7811502;S;7896015976606;UN;MISTURA PAO QUEIJO PINDUCA 500G
7811503;S;7896015975302;UN;OVOS CODORNA PINDUCA 300G
7811504;S;7896015971809;UN;MASSA PRONTA TAPIOCA PINDUCA 500G
7811505;S;7896015932206;UN;COCO RALADO S/ACUCAR PINDUCA 100G
7811506;S;7896015932015;UN;COCO RALADO ADOCADO PINDUCA 100G
7811507;S;7896014902040;UN;GERMICIDA CRUZWALDINA 500ML
7811508;S;7896009301056;UN;SARDINHA COQUEIRO SABOR LIMAO 125G
7811511;S;7896005804520;UN;CAFE TRES CORACOES C/LEITE SH 100GR
7811512;S;7896005804513;UN;CAFE TRES CORACOES CAPPUCCINO SH 100GR
7811513;S;7896004007755;UN;GRANOLA SUCRILHOS KIDS CHOCO CX 210G
7811515;S;7896004007731;UN;CEREAL SUCRILHOS DOCE LEITE SH 110G
7811516;S;7896004007663;UN;CEREAL SKARCHITOS CX 500GR
7811518;S;7896004006666;UN;CEREAL SUCRILHOS BRIGADEIRO 240G
7811519;S;7896004000534;UN;CEREAL CORN FLAKES CX 200G
7811520;S;7896002400763;UN;RACAO VITAMINOL CAT CARNE/FRANGO 1KG
7811521;S;7896002400756;UN;RACAO VITAMINOL CAT PREMIUM CASTRAD 1KG
7811522;S;7896002400725;UN;RACAO DENICK DOG 5KG
7811523;S;7896002400671;UN;RACAO DENICK DOG 7KG
7811524;S;7896002400664;UN;RACAO VITAMINOL DOG PREMIUM 1KG
7811525;S;7896002400640;UN;RACAO VITAMINOL DOG PREMIUM RACA PEQ 1KG
7811526;S;7896002400619;UN;AREIA SANITARIA VITAMINOL CAT 4KG
7811527;S;7896002400350;UN;RACAO TITTO DOG ORIGINAL 7KG
7811528;S;7895144892832;UN;CHICLE MENTOS COOL WHITE BLUE 8.5GR
7811529;S;7895144853734;UN;CHICLE MENTOS PURE FRESH STRONG 8.5GR
7811531;S;7893590204339;UN;CREME CULINARIO BRIGATTA 200G
7811533;S;0000000016957;UN;BATATA LAYS RUSTICA SAL MARINHO 68G
7811534;S;0000000016940;UN;SALG TORCIDA JR VINAGRETE 38G
7811536;S;7892840820084;UN;AMENDOIM ELMA CHIPS OVINHOS BARBECUE 50G
7811537;S;7892840818500;UN;SALG ELMA CHIPS STIKSY 48G
7811538;S;7892840818470;UN;SALG ELMA CHIPS CEBOLITOS 190G
7811539;S;7892840818364;UN;SALG ELMA CHIPS RUFFLES ORIGINAL 300G
7811541;S;7892840818036;UN;BATATA LAYS LISA CHEESE 80G
7811542;S;7892840818012;UN;BATATA LAYS LISA BARBECUE 80GR
7811543;S;7892840817848;UN;SALG ELMA CHIPS CHEETOS MIX 131G
7811544;S;7892840815936;UN;SALG ELMA CHIPS DORITOS SWEET CHILI 75G
7811546;S;7892840814670;UN;SALG ELMA CHIPS PINGO DOURO PICANHA 35G
7811547;S;7892840814663;UN;SALG ELMA CHIPS PINGO DOURO BACON 48GR
7811548;S;7892300030602;UN;TEMPERO SINHA COLORIFICO 500G
7811549;S;7892300030596;UN;TEMPERO SINHA COLORIFICO 100G
7811550;S;7892300003347;UN;TEMPERO SINHA PO LIMAO 50G
7811551;S;7892300002500;UN;TEMPERO SINHA PO PARA LEGUMES 50G
7811553;S;7891330018826;UN;CHOCOLATE NEUGEBAUER BIBS ST NAPOL 32G
7811554;S;7891330017966;UN;CHOCOLATE NEUGEBAUER PRETO E BRANCO 90G
7811555;S;7891330017768;UN;CHOCOLATE NEUGEBAUER BIBS LOVE ME 12.3G
7811556;S;7891330017256;UN;CHOCOLATE NEUGEBAUER AMENDOIM 90GR
7811557;S;7891167040434;UN;ATUM 88 SOLIDO 98G
7811558;S;7891167040427;UN;ATUM 88 RALADO TOMATE 140G
7811559;S;7891167040410;UN;ATUM 88 RALADO NATURAL 140G
7811560;S;7891167040403;UN;ATUM 88 RALADO OLEO 140G
7811561;S;7891167023055;UN;SARDINHA 88 LAJE COM OLEO 125G
7811562;S;7891164026516;UN;PAO DE QUEIJO AURORA TRAD 1KG
7811563;S;7891164007010;UN;BANHA SUINA AURORA 1KG
7811564;S;7891151039567;UN;DROPS FREEGELLS CEREJA C/CHOCO 12UN
7811565;S;7891151039512;UN;DROPS FREEGELLS MORANGO C/CHOCO 12UN
7811566;S;7891151038621;UN;BALA GO JELLY BEIJINHO DOCE MOR 250G
7811567;S;7891151038492;UN;BALA GO JELLY DENTES MORANGO/FRAMB 250G
7811568;S;7891151036924;UN;BALA GO JELLY AMORAS 250G
7811569;S;7891151036894;UN;BALA GO JELLY BANANA 250G
7811570;S;7891151036757;UN;BALA FREEGELLS MIX DE SABORES 200G
7811571;S;7891151035705;UN;BALA MY TOFFEE CHOCO C/CHOCOLATE 500G
7811572;S;7891151035699;UN;BALA MY TOFFEE LEITE C/CHOCOLATE 500G
7811573;S;7891151035682;UN;BALA MY TOFFEE LEITE 500G
7811574;S;7895464564563;UN;CHICLE BUZZY TATOO MORANGO 100UNxxxxxxxx
7811575;S;7891151030656;UN;DROPS UP DATE FRUTAS SORTIDAS 25GR
7811576;S;7891151029315;UN;BALA FREEGELLS MIX DE SABORES 584G
7811577;S;7891151022675;UN;DROPS FREEGELLS EXTRA FORTE 12UN
7811578;S;7891151022668;UN;DROPS FREEGELLS EUCALIPTO MENTOL 12UN
7811579;S;7891151022651;UN;DROPS FREEGELLS MORANGO 12UN
7811580;S;7891151022644;UN;DROPS FREEGELLS MENTA 12UN
7811581;S;7891151022637;UN;DROPS FREEGELLS CEREJA 12UN
7811582;S;0000000017671;UN;CREMOGEMA MAIZENA TRADICIONAL L180P130G
7811583;S;7891132110285;UN;SOPA VONO BATATA C/CARNE
7811587;S;7891132008391;UN;MOLHO SHOYU SATIS TRADICIONAL 150ML
7811588;S;7891118025756;UN;CHICLE ARCOR FLICS 7BELO FRAMB 17GR
7811589;S;7891118015382;UN;BALA ARCOR BUTTER TOFEES CHOK/AVELA 100G
7811590;S;7891118014897;UN;CHICLE ARCOR FLICS MORANGO 17GR
7811591;S;7891118014873;UN;CHICLE ARCOR FLICS MENTA 17GR
7811592;S;7891118010769;UN;CHICLE ARCOR FLICS UVA 17G
7811593;S;7891118007837;UN;CHICLE ARCOR FLICS HORTELA 17GR
7811594;S;7891118007820;UN;CHICLE ARCOR FLICS TUTTI FRUTTI 17GR
7811595;S;7891098040565;UN;CHA MATTE LEAO NATURAL 1.5L
7811596;S;7891095604760;UN;CAMOMILA YOKI 10G
7811597;S;7891095200191;UN;FUBA PRE COZIDO YOKI 1KG
7811598;S;7891095028368;UN;AVEIA YOKI OAT BRAN 170G
7811607;S;7891089062293;UN;AMEIXA SECA LA VIOLETERA C/CAROCO 100G
7811608;S;7891089046934;UN;ALHO FRITO LA VIOLETERA 100G
7811611;S;7891080155543;UN;MAIONESE SOYA SH 500G
7811612;S;7891048060094;UN;MISTURA BOLO DR OETKER NATURAL CHOCO260G
7811613;S;7891048050736;UN;GELATINA DR OETKER ACAI E BANANA 20G
7811614;S;7891048050729;UN;GELATINA DR OETKER AMORA SILVESTRE 20G
7811615;S;7891048049013;UN;GELATINA DR OETKER FRAMBOESA ZERO 12G
7811620;S;7891048036891;UN;CHA DR OETKER MISTO HIB/VRD/CAN PR 15G
7811621;S;7891048036815;UN;CHA DR OETKER 6 ERVAS 15G
7811628;S;7891031412282;UN;MAIONESE HEMMER 1KG
7811629;S;7891031412138;UN;MAIONESE HEMMER 670G
7811631;S;7891031409367;UN;TOMATE HEMMER PELADO EM PEDACOS 240GR
7811632;S;7891031409244;UN;CATCHUP HEMMER TRAD TURMA MONICA 320G
7811633;S;7891031409213;UN;PASSATA TOMATE HEMMER 680G
7811635;S;7891031409053;UN;CATCHUP HEMMER PICANTE 320G
7811636;S;7891031405055;UN;MOSTARDA HEMMER AMARELA 700GR
7811638;S;7891031403013;UN;MOLHO PIMENTA HEMMER 150ML
7811640;S;7891031116883;UN;AZEITONA VERDE HEMMER SC FAT 150GR
7811641;S;7891030300207;UN;MISTURA LACTEA COND MOCOCA 395G
7811642;S;7891008169201;UN;CHOCOLATE GAROTO OPERETA BRANCO CAST 80G
7811643;S;7891008114812;UN;CHOCOLATE GAROTO AMENDOIM 90G
7811644;S;7891000360156;UN;ACHOCOLATADO PO NESCAU CANELA 180G
7811645;S;7891000356555;UN;ACHOCOLATADO NESCAU 2.0 730G GTS 60G
7811646;S;7891000347515;UN;CAFE NESCAFE TRADICAO LT 250G+ 50G GTS
7811647;S;7891000344965;UN;SOPA MAGGI GRAOS FEIJAO C/MAND 71G
7811648;S;7891000339633;UN;CEREAL SNOW FLAKES MORANGO 230GR
7811649;S;7891000322789;UN;LEITE CONDENSADO MOCA LT 395Gxxxxxxxxxxx
7811650;S;7891000319789;UN;RACAO PURINA ONE R.PEQ FRANGO/CORD 700G
7811651;S;7891000304020;UN;CREME DE CEBOLA MAGGI C/BACON 61GR
7811652;S;7891000296073;UN;PURINA FANCY FEAST PETITI FILETS SH 85G
7811653;S;7891000276167;UN;BEBIDA LACTEA MOLICO PROTEIN BAUNIL 270G
7811654;S;7891000253427;UN;ACHOCOLATADO NESCAU 2.0 1,2KG
7811656;S;7891000243749;UN;CAFE DOLCE GUSTO CAPS CAFFE MATINAL 90G
7811657;S;7891000243183;UN;CHOCOLATE NESTLE CRUNCH 90G
7811659;S;7891000100721;UN;CEREAL SNOW FLAKES 300G
7811661;S;7891000084700;UN;AVEIA NESTLE FLOCOS FINOS 170GR
7811662;S;7891000084687;UN;AVEIA NESTLE FLOCOS 170GR
7811663;S;7891000035849;UN;MUCILON NESTLE MULTICEREAIS 400GR
7811664;S;7890300125861;UN;COCO RALADO FRITZ FRIDA PURO 100GR
7811665;S;7890300125793;UN;COCO RALADO FRITZ FRIDA ADOCADO 100G
7811666;S;7848002870015;UN;COCO RALADO DULCE COCO 50G
7811667;S;7798018850986;UN;FERMENTO SAF BIOLOGICO SEC INST 10G L3P2
7811670;S;7622300842468;UN;DROPS HALLS MENTA PRATA 28G
7811671;S;6982333599762;UN;ALHO SELECIONADO EMBALADO 200G
7811673;S;0751320840417;UN;BATATA PALHA DEUTSCHIPS EXTRA FINA 120G
7811674;S;0751320384492;UN;BATATA PALHA DEUTSCHIPS 500G
7811675;S;0751320384485;UN;BATATA PALHA DEUTSCHIPS TRADICIONAL 140G
7811676;S;0736532183675;UN;BATATA PALHA DEUTSCHIPS CEBOLASALSA 140
7811677;S;0038000174995;UN;BATATA PRINGLES FREE FIRE RANCH 158G
7811678;S;0038000116193;UN;BATATA PRINGLES FREE FIRE HOT DOG 158G
7811679;S;0000078939363;UN;CHOCOLATE GAROTO BATON EXTRA MILK 16GR
7811680;S;0000078928428;UN;CHICLE ARCOR TOPLINE FRESH TUTTICEREJA
7811681;S;0000078928411;UN;CHICLE ARCOR TOPLINE FRESH HORTELA
7811682;S;0000078913578;UN;CHICLE ARCOR TOPLINE MORANGO
7811683;S;0000077984012;UN;TURRON ARCOR AMOR SINGS 25G
7811684;S;7920221008056;UN;FARINHA MILHO VALORE GROSSA 1KG
7811685;S;7898994142331;UN;ACUCAR CRISTAL EUROCUCAR 5KG
7811686;S;7898994142317;UN;ACUCAR CRISTAL EUROCUCAR 1KG
7811687;S;7898965038281;UN;BISCOITO QUITANDA CHOCO PASCOA DIV 150G
7811688;S;7898963777892;UN;BISCOITO CHOCO ROSCA KLAIN 260G
7811689;S;7898963467137;UN;MASSA DI NAPOLI FRESCA ESPAGUETE 500G
7811690;S;7898963467120;UN;CANUDINHO DI NAPOLI P/RECHEAR 200G
7811693;S;7898953672022;UN;ARROZ PIETA TIPO I 5KG
7811694;S;7898953672015;UN;ARROZ PIETA TIPO I 1KG
7811695;S;7898952658645;UN;BISCOITO QUITANDA BOMBOM DE MEL 200G
7811696;S;7898945882248;UN;ACUCAR CRISTAL CANA REAL ORGANICO 1KG
7811703;S;7898937778054;UN;ERVA MATE PONCHE VERDE TRADICIONAL 1KG
7811704;S;7898937778023;UN;ERVA MATE PONCHE VERDE LAMINADA 500GR
7811705;S;7898913771239;UN;MASSA BELL BOCCATO GROSSO 300G
7811706;S;7898910585020;UN;BISCOITO ZECA VOVO SENTADA C/CHOCO 200G
7811707;S;7898910583828;UN;BISCOITO ZECA ORELHINHAS C/ CANELA 230G
7811708;S;7898910583408;UN;SONHO DE MEL ZECA 300G
7811709;S;7898910583385;UN;BISCOITO ZECA POLVILHO DOCE 250G
7811710;S;7898910583101;UN;BISCOITO ZECA AMANTEIGADO PRESTIGIO 330G
7811711;S;7898910582654;UN;BISCOITO ZECA BROA 250G
7811712;S;7898910582180;UN;BISCOITO ZECA ROSCA 330G
7811713;S;7898910582159;UN;BISCOITO ZECA MILHO 330G
7811714;S;7898910582135;UN;BISCOITO ZECA MEL C/CHOCOLATE 330G
7811715;S;7898910582074;UN;BISCOITO ZECA NATAL 330G
7811716;S;7898910582029;UN;BISCOITO ZECA AMANTEIGADO CHOCOLATE 300G
7811717;S;7898910582012;UN;BISCOITO ZECA AMANTEIGADO 330G
7811719;S;7898905153517;UN;FEIJAO PRETO BONARE 300G
7811720;S;7898905153340;UN;FEIJAO CARIOCA BONARE 300G
7811721;S;7898904492013;UN;AMIDO MILHO KISABOR SH 500G
7811722;S;7898416527548;UN;FAROFA KISABOR PRONTA TEMP 400G
7811723;S;7898416527210;UN;PIPOCA MICRO KISABOR PIZZA 100G
7811724;S;7898416527104;UN;PIPOCA MICRO KISABOR NATURAL 100G
7811725;S;7898416527081;UN;PIPOCA MICRO KISABOR MANTEIGA 100G
7811726;S;7898416522093;UN;PIPOCA KISABOR 500G
7811727;S;7898416522055;UN;ERVILHA PARTIDA KISABOR 500G
7811728;S;7898416522048;UN;CANJIQUINHA KISABOR 500G
7811729;S;7898416522031;UN;CANJICA KISABOR BRANCA 500G
7811730;S;7898416522024;UN;CANJICA KISABOR AMARELA 500G
7811731;S;7898416521416;UN;FAROFA KISABOR PRONTA 250G
7811732;S;7898416521409;UN;FAROFA KISABOR MILHO 250G
7811733;S;7898416521386;UN;FAROFA KISABOR SUAVE 250G
7811734;S;7898416521157;UN;FARINHA ROSCA KISABOR 500G
7811735;S;7898416521119;UN;FARINHA MANDIOCA KISABOR TORRADA 500G
7811736;S;7898416521102;UN;FARINHA MANDIOCA KISABOR GROSSA 500G
7811737;S;7898416521089;UN;FARINHA MANDIOCA KISABOR FINA 500G
7811738;S;7898416520105;UN;FAROFA DCHEFF MANDIOCA TRADICIONAL 300G
7811739;S;7898381560779;UN;BISCOITO ZECA AMANTEIGADO GOIABA 300G
7811740;S;7898381560755;UN;PAO DE MEL ZECA 330G
7811741;S;7898381560144;UN;BISCOITO ZECA MAIZENA 330G
7811742;S;7898363313379;UN;BISCOITO QUALIDY ADULTO P/CAES 300G
7811743;S;7898278402502;UN;FAROFA SOETO GOURMET BACON 300G
7811744;S;7898278402496;UN;FAROFA SOETO GOURMET PICANTE 300G
7811745;S;7898278402489;UN;FAROFA SOETO GOURMET TRADICIONAL 300G
7811746;S;7898247263912;UN;PAO DE MEL NBONN CHOCOLATE BRANCO 300G
7811747;S;7898247260386;UN;PAO DE MEL NBONN CHOCOLATE 250G
7811752;S;7898187830014;UN;ACUCAR CRISTAL SANTA ISABEL 1KG
7811754;S;7898129610902;UN;ROSCA DELICIAS VOVO NATA C/CHOCO 300G
7811757;S;7898045272505;UN;BISCOITO COROA MILLEFOGLIE FOLHADO 180G
7811758;S;7898007271065;UN;LENTILHA NUTRIROSA PREMIUM 500G
7811759;S;0000000017442;UN;FEIJAO PRETO NUTRIROSA PREMIUM 1KG
7811760;S;7898007270679;UN;CANJIQUINHA NUTRIROSA 500G
7811761;S;7898007270990;UN;FEIJAO PRETO NUTRIROSA 1KG
7811762;S;7898007270334;UN;CANJICA NUTRIROSA AMARELA TIPO I 500G
7811763;S;7898007270280;UN;ERVILHA PARTIDA NUTRIROSA 500G
7811764;S;7898007270242;UN;CANJICA NUTRIROSA BRANCA 500G
7811765;S;7898007270099;UN;FARINHA MANDIOCA NUTRIROSA 500G
7811766;S;7897836302568;UN;PIPOCA DOCE ED+ 100G
7811767;S;7897324900047;UN;FARINHA TRIGO FLOR DE PAO 5KG
7811768;S;7897324900030;UN;FARINHA TRIGO FLOR DE PAO 1KG
7811769;S;7897158724697;UN;OLEO CAP GOTA DOURADA COCO/BABOSA 60ML
7811770;S;7897158724246;UN;OLEO CAP GOTA DOURADA COCO 60ML
7811771;S;7896953672042;UN;ARROZ PIETA TIPO I 2KG
7811775;S;7896902211063;UN;OLEO CAP/CORP FARMAX AMENDOAS 100ML
7811776;S;7896894900303;UN;ACUCAR CRISTAL CARAVELAS ORGANICO 1KG
7811777;S;7896775102536;UN;BISCOITO GUIMARAES ARROZ INTEGRAL 80G
7811782;S;7896706300512;UN;AMIDO MILHO MAISCERTA SH 1KG
7811786;S;7896504305108;UN;LEITE PO SANTA CLARA INTEGRAL 400G
7811788;S;7896434921102;UN;COMPLEMENTO LACTEO TRIANGULO 400G
7811789;S;7896412802355;UN;MISTURA PAO ORQUIDEA CHIA 1KG
7811792;S;7896356800288;UN;ARROZ TRIVIAL TIPO II 1KG
7811793;S;7896356800189;UN;ARROZ TRIVIAL TIPO II 2KG
7811796;S;7896315400153;UN;FARINHA TRIGO INTEGRAL MARIA INES 1KG
7811797;S;7896315400146;UN;FARINHA TRIGO MARIA INES C/FERM 1KG
7811798;S;7896305701574;UN;ARROZ BELLA DICA INTEGRAL 1KG
7811799;S;7896305701475;UN;MASSA BELLA DICA CASEIRA B4 400G
7811800;S;7896305701291;UN;FAROFA BELLA DICA TEMP BACON 250G
7811801;S;7896305701215;UN;MASSA BELLA DICA CASEIRA B3 400G
7811802;S;7896305701192;UN;MASSA BELLA DICA CASEIRA B2 400G
7811803;S;7896305701178;UN;LENTILHA CALDO DE OURO 500G
7811804;S;7896305701109;UN;FAROFA BELLA DICA TEMP TRADICIONAL 250G
7811805;S;7896305700997;UN;FAROFA BELLA DICA TEMP SUAVE 250G
7811806;S;7896305700928;UN;FEIJAO VERMELHO CALDO DE OURO 1KG
7811807;S;7896305700829;UN;CANJIQUINHA BELLA DICA 500G
7811808;S;7896305700614;UN;FEIJAO VERMELHO CALDO DE OURO 500G
7811809;S;7896305700492;UN;ARROZ BELLA DICA RISOTO 1KG
7811810;S;7896305700423;UN;FEIJAO PRETO CALDO DE OURO TIPO I 500G
7811811;S;7896305700416;UN;FEIJAO PRETO ONDAO TIPO I 1KG
7811812;S;7896305700034;UN;FEIJAO CARIOCA CALDO DE OURO 1KG
7811813;S;7896305102210;UN;ERVA MATE TERERE GUARANY LIMAO 500G
7811814;S;7896305101763;UN;ERVA MATE TERERE GUARANY NATURAL 500G
7811816;S;7896305100803;UN;ERVA MATE TERERE GUARANY ABACAXI 500G
7811821;S;7896295200057;UN;ERVA MATE VIER C/ACUCAR VACUO 1KG
7811822;S;7896292322868;UN;MASSA SACCIALI ESPAGUETE MAND/MILHO 400G
7811823;S;7896292315129;UN;AZEITE DE OLIVA SACIALLI EXTRA 500ML
7811829;S;7896273905479;UN;MASSA INST CUP BITS CALDO BOM TOMATE 65G
7811830;S;7896273905462;UN;MASSA INST CUP BITS CALDO BOM CARNE 65G
7811831;S;7896273905455;UN;MASSA INST CUP BITS CALDO BOM GAL 65G
7811833;S;7896273903192;UN;PIPOCA MICRO CALDO BOM CHOCOLATE 100G
7811834;S;7896273901013;UN;PIPOCA MICRO CALDO BOM MANTEIGA 100G
7811839;S;7896222212054;UN;PIPOCA DOCE BILU 40G
7811840;S;7896222212047;UN;PIPOCA DOCE BILU 80G
7811841;S;7896222211835;UN;PIPOCA SALG BILU PIPO SHOW MANTEIGA 40G
7811842;S;7896220503048;UN;ERVA MATE YACUY COMPOSTO GUARANA 500G
7811843;S;7896220503031;UN;ERVA MATE YACUY COMPOSTO CAMOMILA 500G
7811844;S;7896204357919;UN;FEIJAO BRANCO CBS 500G
7811845;S;7896204357858;UN;PIPOCA CBS 400G
7811846;S;7896204357780;UN;CANJICA CBS BRANCA 400G
7811847;S;7896204352419;UN;ACUCAR MASCAVO CBS 500G
7811848;S;7896204306221;UN;FEIJAO PRETO CALDO GROSSO 1KG
7811849;S;7896204306207;UN;FARINHA ROSCA CBS 500G
7811850;S;7896204304456;UN;MASSA CBS CASEIRA C/OVOS FETTUCCINE 400G
7811851;S;7896204304449;UN;MASSA CBS CASEIRA C/OVOS SPAGHETTI 400G
7811852;S;7896204303701;UN;FARINHA MILHO CBS FLOCAO 500G
7811853;S;7896204302643;UN;FEIJAO VERMELHO CBS 500G
7811854;S;7896204302629;UN;FEIJAO CARIOCA CBS 500G
7811855;S;7896200053051;UN;BISCOITO ZEZE FURA BOLO BAUNILHA 105G
7811856;S;7896200051644;UN;BISCOITO ZEZE CRAKER INTEGRAL 250G
7811857;S;7896183907709;UN;FAROFA ZAELI MANDIOCA SUAVE 250G
7811858;S;7896183907693;UN;FAROFA ZAELI MANDIOCA TRADICIONAL 250G
7811859;S;7896183903077;UN;ARROZ ZAELI PARB 5KG
7811860;S;7896183902285;UN;ARROZ ZAELI PARB 1KG
7811861;S;7896183900991;UN;FAROFA ZAELI MANDIOCA SUAVE 500G
7811862;S;7896181710714;UN;PIPOCA DOCE DACOLONIA 100G
7811863;S;7896181709251;UN;TORRONE BARRA COM AMENDOIM 90G
7811866;S;7896063281561;UN;BISCOITO VITAO COOKIES CAST LIN S GL 80G
7811867;S;7896063281486;UN;BISCOITO VITAO COOKIES BANANA ZERO 80G
7811868;S;7896063281233;UN;BISCOITO VITAO COOKIES CASTAN S GLUT 80G
7811869;S;7896063281219;UN;BISCOITO VITAO COOKIES CACAU S GLUT 80G
7811870;S;7896063281196;UN;BISCOITO VITAO COOKIES BAUNIL S GLUT 80G
7811871;S;7896063281172;UN;BISCOITO VITAO COOKIES MOR COB ZERO 80G
7811872;S;7896063280212;UN;MIX PAO VITAO S/GLUTEN TRAD 300G
7811873;S;7896058259131;UN;BISCOITO TRIUNFO MAIZENA CHOCOLATE 345G
7811874;S;7896058258837;UN;BISCOITO TRIUNFO AGUA E SAL 345G
7811875;S;7896058258554;UN;BISCOITO TRIUNFO LEITE 345G
